word_id,word,translation into English,SER_m,SER_sd
word4113,POLLO,CHICKEN,4.816,1.722
word4114,POLO,POLE,3.895,1.886
word4115,POLVO,DUST,3.974,2.020
word4116,PÓLVORA,GUNPOWDER,4.306,1.864
word4117,POMO,KNOB,2.722,1.485
word4118,POMPA,POMP,3.824,1.882
word4119,PONDERAR,WEIGH,3.314,1.778
word4120,PONER,PUT,3.054,1.794
word4121,PONERSE,SET,3.171,1.757
word4122,PONZOÑA,POISON,2.543,1.704
word4123,POP,POP,4.647,1.968
word4124,POPA,STERN,2.176,1.424
word4125,POPULAR,POPULAR,3.794,1.719
word4126,POQUITO,LITTLE,2.771,1.190
word4127,PORCELANA,PORCELAIN,2.971,1.566
word4128,PORCENTAJE,PERCENTAGE,2.486,1.446
word4129,PORCHE,PORCH,3.176,1.623
word4130,PORQUERÍA,FILTH,4.441,1.744
word4131,PORTADOR,CARRIER,3.027,2.088
word4132,PORTARSE,BEHAVE,3.325,1.845
word4133,PORTÁTIL,LAPTOP,3.629,1.926
word4134,PORTAVOZ,SPOKESMAN,2.412,1.395
word4135,PORTERÍA,GOAL,2.471,1.308
word4136,POSEER,OWN,3.771,1.682
word4137,POSESIÓN,POSSESSION,4.514,2.035
word4138,POSIBLE,POSSIBLE,3.735,1.711
word4139,POSICIONAR,POSITION,2.559,1.580
word4140,POSITIVA,POSITIVE,4.425,1.907
word4141,POSITIVO,POSITIVE,4.886,1.843
word4142,POSTAL,POSTAL,2.833,1.859
word4143,PÓSTER,POSTER,3.382,1.557
word4144,POSTERIOR,REAR,2.763,1.747
word4145,POSTRE,DESSERT,5.543,1.559
word4146,POSTULAR,POSTULATE,2.538,1.636
word4147,POSTULARSE,RUN FOR,2.618,1.256
word4148,POSTURA,POSTURE,3.324,1.571
word4149,POTENCIA,POWER,3.059,1.496
word4150,POTENCIARSE,EMPOWER,3.949,1.835
word4151,POZO,WELL,4.200,1.982
word4152,PRÁCTICA,PRAXIS,3.429,1.720
word4153,PRACTICAR,PRACTICE,3.472,1.949
word4154,PRÁCTICO,PRACTICAL,3.412,1.520
word4155,PRADERA,PRAIRIE,4.121,1.728
word4156,PRADO,MEADOW,4.000,1.663
word4157,PRECAUCIÓN,CAUTION,3.421,1.825
word4158,PRECEDENTE,PRECEDING,2.184,1.591
word4159,PRECEPTO,PRECEPT,2.143,1.396
word4160,PRECIO,PRICE,3.529,1.419
word4161,PRECIOSO,BEAUTIFUL,5.029,1.586
word4162,PRECIPICIO,PRECIPICE,5.088,1.583
word4163,PRECIPITARSE,RUSH,4.257,1.615
word4164,PRECISAR,NEED,2.947,1.643
word4165,PRECISIÓN,PRECISION,3.027,1.641
word4166,PRECISO,ACCURATE,3.629,1.911
word4167,PRECURSOR,PRECURSOR,2.353,1.412
word4168,PREDECIR,PREDICT,3.118,1.200
word4169,PREDESTINAR,PREDESTINE,2.921,1.964
word4170,PREDISPONER,PREDISPOSE,2.615,1.498
word4171,PREDOMINANTE,PREDOMINANT,2.629,1.437
word4172,PREFERIR,PREFER,3.538,1.847
word4173,PREGÓN,PROCLAMATION,3.171,1.917
word4174,PREGUNTAR,ASK,3.559,1.580
word4175,PREJUICIO,PREJUDICE,3.618,1.809
word4176,PREJUZGAR,PREJUDGE,4.176,1.783
word4177,PREMIAR,REWARD,3.882,1.665
word4178,PREMIO,PRIZE,5.000,1.889
word4179,PRENDA,GARMENT,3.000,1.435
word4180,PRENSA,PRESS,3.212,1.536
word4181,PREOCUPAR,WORRY,4.265,1.582
word4182,PREPARADO,READY,2.897,1.744
word4183,PREPARARSE,PREPARE,3.303,1.510
word4184,PRESA,DAM,3.471,1.813
word4185,PRESAGIO,OMEN,2.706,1.679
word4186,PRESCRIBIR,PRESCRIBE,2.162,1.519
word4187,PRESENCIA,PRESENCE,3.412,1.459
word4188,PRESENCIAR,WITNESS,3.257,1.868
word4189,PRESENTACIÓN,PRESENTATION,3.771,1.848
word4190,PRESENTAR,INTRODUCE,3.256,1.874
word4191,PRESENTIR,SENSE,3.824,1.604
word4192,PRESERVAR,PRESERVE,3.027,1.936
word4193,PRESIDENCIA,PRESIDENCY,2.853,1.654
word4194,PRESIÓN,PRESSURE,4.421,1.765
word4195,PRESO,PRISONER,3.821,1.848
word4196,PRESTAR,LEND,3.324,1.512
word4197,PRESTIGIO,PRESTIGE,3.706,1.867
word4198,PRESUMIDO,VAIN,3.947,1.986
word4199,PRESUMIR,SHOW OFF,3.216,1.782
word4200,PRESUPONER,PRESUPPOSE,2.553,1.688
word4201,PRESUPUESTAR,BUDGET,1.941,1.324
word4202,PRETENDER,INTEND,3.471,1.600
word4203,PRETENDIENTE,PRETENDER,3.943,1.644
word4204,PRETENSIÓN,AMBITION,2.412,1.500
word4205,PRETÉRITO,PRETERITE,1.971,1.291
word4206,PREVALECER,PREVAIL,2.919,1.588
word4207,PREVER,FORESEE,2.971,1.749
word4208,PREVIA,PREVIOUS,2.088,1.422
word4209,PREVISTO,EXPECTED,2.583,1.663
word4210,PRIMA,COUSIN,3.743,1.900
word4211,PRIMARIA,PRIMARY,3.324,1.796
word4212,PRIMAVERA,SPRING,5.000,1.393
word4213,PRIMER,FIRST,3.282,1.932
word4214,PRIMERA,FIRST,3.514,2.161
word4215,PRIMERAS,FIRST,2.718,1.731
word4216,PRIMERO,FIRST,2.921,2.071
word4217,PRIMEROS,FIRST,2.882,1.935
word4218,PRIMO,COUSIN,4.294,1.978
word4219,PRINCESA,PRINCESS,4.147,1.540
word4220,PRINCIPAL,PRINCIPAL,2.771,1.750
word4221,PRINCIPALES,PRINCIPAL,2.676,1.718
word4222,PRÍNCIPE,PRINCE,3.914,1.853
word4223,PRINCIPIO,BEGINNING,3.514,1.805
word4224,PRINGAR,STAIN,4.059,1.757
word4225,PRIOR,PRIOR,2.235,1.519
word4226,PRIORIDAD,PRIORITY,4.114,1.827
word4227,PRISA,HURRY,4.000,1.907
word4228,PRISIÓN,PRISON,4.128,1.989
word4229,PRISMÁTICOS,BINOCULARS,3.735,2.079
word4230,PRIVACIDAD,PRIVACY,4.405,2.034
word4231,PRIVADA,PRIVATE,3.378,1.861
word4232,PRIVADO,PRIVATE,3.514,1.560
word4233,PRIVILEGIO,PRIVILEGE,3.647,1.807
word4234,PROA,BOW,2.514,1.758
word4235,PROBABILIDAD,PROBABILITY,2.838,1.708
word4236,PROBABLE,PROBABLE,3.118,1.591
word4237,PROBAR,TRY,3.941,2.088
word4238,PROBLEMA,PROBLEM,4.333,1.797
word4239,PROCEDENCIA,ORIGIN,2.857,1.458
word4240,PROCEDER,PROCEED,2.471,1.581
word4241,PROCESAR,PROCESS,2.846,1.694
word4242,PROCESIÓN,PROCESSION,3.657,1.939
word4243,PROCLAMAR,PROCLAIM,3.088,1.658
word4244,PROCREAR,PROCREATE,4.500,1.523
word4245,PROCURAR,ENDEAVOR,2.647,1.390
word4246,PRODIGIO,PRODIGY,3.500,1.900
word4247,PRODIGIOSA,PRODIGIOUS,3.529,1.895
word4248,PRODUCIR,PRODUCE,2.444,1.423
word4249,PRODUCTO,PRODUCT,2.294,1.338
word4250,PRODUCTOR,PRODUCER,2.412,1.617
word4251,PROFANAR,PROFANE,3.639,1.743
word4252,PROFECÍA,PROPHECY,2.974,1.793
word4253,PROFESIÓN,PROFESSION,3.529,2.107
word4254,PROFESIONAL,PROFESSIONAL,3.706,1.899
word4255,PROFESIONALES,PROFESSIONALS,3.083,2.196
word4256,PROFESOR,TEACHER,4.053,1.944
word4257,PROFUNDA,DEEP,4.559,1.761
word4258,PROFUNDIZAR,DEEPEN,2.972,1.905
word4259,PROFUNDO,DEEP,4.206,1.789
word4260,PROGENIE,PROGENY,2.487,1.587
word4261,PROGRAMA,PROGRAM,2.765,1.577
word4262,PROGRESAR,PROGRESS,3.853,1.672
word4263,PROGRESO,IMPROVEMENT,3.842,2.021
word4264,PROHIBIDO,PROHIBITED,4.457,1.633
word4265,PROHIBIR,BAN,4.529,1.637
word4266,PRÓJIMO,NEIGHBOR,3.000,1.801
word4267,PROLE,OFFSPRING,2.771,1.800
word4268,PRÓLOGO,FOREWORD,2.882,1.665
word4269,PROLONGAR,PROLONG,3.176,1.732
word4270,PROMETER,PROMISE,4.229,2.001
word4271,PROMOCIÓN,PROMOTION,2.868,1.742
word4272,PROMOCIONAR,PROMOTE,2.765,1.597
word4273,PROMOCIONARSE,PROMOTE,3.030,1.571
word4274,PROMOVER,PROMOTE,3.057,1.533
word4275,PRONOSTICAR,PREDICT,2.737,1.927
word4276,PRONUNCIAR,PRONOUNCE,2.919,1.689
word4277,PROPICIAR,PROPITIATE,2.618,1.652
word4278,PROPIEDAD,PROPERTY,3.294,1.750
word4279,PROPIETARIO,OWNER,2.139,1.693
word4280,PROPONER,PROPOSE,3.441,1.501
word4281,PROPORCIÓN,PROPORTION,2.658,1.494
word4282,PROPÓSITO,PURPOSE,3.559,1.910
word4283,PROSA,PROSE,3.765,1.653
word4284,PROSPERAR,PROSPER,4.059,1.890
word4285,PROSTITUIR,PROSTITUTE,3.528,1.781
word4286,PROTAGONISTA,PROTAGONIST,4.000,1.919
word4287,PROTAGONIZAR,PROTAGONIZE,3.306,2.012
word4288,PROTEGER,PROTECT,4.056,2.013
word4289,PROTEGIDO,PROTECTED,4.128,1.824
word4290,PRÓTESIS,PROSTHESIS,3.429,1.558
word4291,PROTESTAR,PROTEST,4.600,1.594
word4292,PROTOCOLO,PROTOCOL,2.971,1.732
word4293,PROTÓN,PROTON,2.000,1.372
word4294,PROVECHO,ADVANTAGE,3.486,1.884
word4295,PROVINCIA,PROVINCE,2.912,1.505
word4296,PROVOCAR,PROVOKE,4.162,1.788
word4297,PRÓXIMA,NEXT,3.162,1.864
word4298,PRÓXIMO,NEXT,3.088,1.676
word4299,PRÓXIMOS,NEXT,2.882,1.855
word4300,PROYECTAR,PROJECT,3.657,1.830
word4301,PROYECTIL,PROJECTILE,3.316,1.694
word4302,PSICOANALIZAR,PSYCHOANALYZE,4.176,2.096
word4303,PSICOLÓGICO,PSYCHOLOGICAL,4.800,1.812
word4304,PSIQUIÁTRICO,PSYCHIATRIC,4.000,1.892
word4305,PSÍQUICO,PSYCHIC,4.176,1.800
word4306,PÚBLICA,PUBLIC,3.545,1.622
word4307,PUBLICACIÓN,PUBLICATION,3.056,1.788
word4308,PUBLICAR,PUBLISH,2.941,1.434
word4309,PÚBLICAS,PUBLIC,2.588,1.598
word4310,PUBLICIDAD,ADVERTISING,3.543,1.755
word4311,PUBLICITARIO,ADVERTISING,3.257,1.868
word4312,PÚBLICOS,PUBLIC,2.973,1.590
word4313,PUDOR,MODESTY,3.333,1.805
word4314,PUEBLO,TOWN,4.441,1.926
word4315,PUENTE,BRIDGE,3.811,2.066
word4316,PUERTA,DOOR,2.676,1.471
word4317,PUERTO,HARBOUR,4.462,1.536
word4318,PUESTO,POST,2.342,1.547
word4319,PUESTOS,POSTS,2.615,1.566
word4320,PULMÓN,LUNG,4.135,1.873
word4321,PULSAR,PRESS,4.000,1.747
word4322,PULSO,PULSE,4.286,1.545
word4323,PULVERIZAR,PULVERIZE,3.324,1.665
word4324,PUNTAPIÉ,KICK,3.351,1.874
word4325,PUNTO,POINT,3.000,1.864
word4326,PUNTUAL,PUNCTUAL,4.086,1.788
word4327,PUNZANTE,SHARP,4.706,1.426
word4328,PUÑO,FIST,3.882,1.610
word4329,PUPILA,PUPIL,3.892,1.926
word4330,PURA,PURE,3.765,1.970
word4331,PURGATORIO,PURGATORY,3.559,1.941
word4332,PURIFICAR,PURIFY,3.235,1.519
word4333,PURO,PURE,3.971,1.867
word4334,PUS,PUS,4.500,1.813
word4335,PUTA,BITCH,4.361,2.127
word4336,PUTREFACTO,PUTRID,4.794,1.666
word4337,QUEBRADO,BROKEN,3.206,1.572
word4338,QUEBRAR,BREAK,3.462,1.904
word4339,QUEDAR,STAY,3.167,1.859
word4340,QUEDO,SOFT,1.784,1.436
word4341,QUEHACER,DUTY,2.500,1.285
word4342,QUEJA,COMPLAINT,3.897,1.774
word4343,QUEJAR,MOAN,3.943,1.608
word4344,QUEJARSE,COMPLAIN,3.559,1.637
word4345,QUEMADURA,BURN,5.314,1.568
word4346,QUEMAR,BURN,5.286,1.545
word4347,QUEMARSE,BURN,5.611,1.379
word4348,QUERENCIA,FONDNESS,2.368,1.746
word4349,QUERER,WANT,5.590,1.712
word4350,QUERERSE,LOVE,5.973,1.818
word4351,QUEROSENO,KEROSENE,3.265,1.928
word4352,QUESO,CHEESE,4.872,1.936
word4353,QUICIO,DOORJAMB,3.429,2.076
word4354,QUIETO,STILL,3.059,1.516
word4355,QUIMERA,CHIMERA,2.971,2.022
word4356,QUÍMICA,CHEMISTRY,3.649,1.874
word4357,QUÍMICAS,CHEMICALS,3.432,2.180
word4358,QUÍMICO,CHEMICAL,3.794,1.771
word4359,QUIRÓFANO,SURGERY,4.649,2.071
word4360,QUIRÚRGICA,SURGICAL,3.923,1.952
word4361,QUITAR,REMOVE,2.909,1.259
word4362,QUITARSE,REMOVE,3.421,1.840
word4363,RABIA,RAGE,5.257,1.462
word4364,RABO,TAIL,3.838,2.192
word4365,RACIÓN,RATION,2.559,1.284
word4366,RACIONALIZAR,RATIONALIZE,3.361,1.885
word4367,RADIADOR,RADIATOR,4.171,1.963
word4368,RADIANTE,RADIANT,4.865,2.002
word4369,RADICAL,RADICAL,3.605,2.007
word4370,RADIO,RADIO,4.735,1.896
word4371,RAÍZ,ROOT,3.771,1.716
word4372,RAMA,BRANCH,2.829,1.618
word4373,RAMO,BOUQUET,3.412,1.520
word4374,RANA,FROG,3.324,1.796
word4375,RANCHO,RANCH,3.429,1.867
word4376,RANCIO,RANCID,3.971,1.749
word4377,RANGO,RANK,2.294,1.488
word4378,RANURA,GROOVE,2.324,1.646
word4379,RAPAZ,PREDATORY,3.529,1.911
word4380,RÁPIDA,FAST,3.838,2.102
word4381,RÁPIDO,FAST,4.538,1.790
word4382,RAPTAR,KIDNAP,4.543,1.704
word4383,RAPTO,KIDNAPPING,3.714,1.808
word4384,RAQUETA,RACKET,2.895,1.521
word4385,RARO,WEIRD,3.882,1.903
word4386,RASCACIELOS,SKYSCRAPER,4.235,1.653
word4387,RASCAR,SCRATCH,4.359,1.693
word4388,RASO,FLAT,2.568,1.741
word4389,RASPAR,SCRAPE,3.971,1.817
word4390,RASTREAR,TRACK,3.257,1.521
word4391,RASTRO,TRAIL,3.543,1.578
word4392,RATA,RAT,3.872,2.015
word4393,RATO,WHILE,2.118,1.472
word4394,RATÓN,MOUSE,4.000,1.915
word4395,RAYAR,SCRATCH,3.706,1.947
word4396,RAYO,LIGHTNING,4.886,1.659
word4397,RAZA,BREED,3.459,1.894
word4398,RAZÓN,REASON,3.571,1.914
word4399,RAZONAMIENTO,REASONING,3.838,1.864
word4400,RAZONAR,REASON,4.229,1.699
word4401,REACCIÓN,REACTION,3.892,1.912
word4402,READAPTAR,READAPT,2.737,1.750
word4403,REAFIRMAR,REAFFIRM,3.286,1.840
word4404,REAFIRMARSE,REAFFIRM,3.256,1.983
word4405,REALIDAD,REALITY,4.529,1.895
word4406,REALIZACIÓN,PERFORMANCE,3.923,2.018
word4407,REALIZAR,PERFORM,2.974,1.852
word4408,REAPARECER,REAPPEAR,3.543,1.721
word4409,REBAÑO,FLOCK,2.865,1.828
word4410,REBELDE,REBEL,4.657,1.878
word4411,REBELIÓN,REBELLION,4.206,1.737
word4412,REBOTAR,BOUNCE,3.231,1.784
word4413,RECADO,MESSAGE,2.500,1.398
word4414,RECALENTAR,REHEAT,3.474,1.555
word4415,RECAPACITAR,RETHINK,3.079,1.865
word4416,RECETA,RECIPE,3.853,1.617
word4417,RECETAR,PRESCRIBE,2.686,1.605
word4418,RECHAZADO,REJECTED,4.333,2.000
word4419,RECHAZAR,REJECT,3.289,1.769
word4420,RECIBIR,RECEIVE,3.162,1.573
word4421,RECICLAR,RECYCLE,3.829,1.543
word4422,RECIPIENTE,CONTAINER,2.057,1.349
word4423,RECLAMAR,CLAIM,3.400,1.612
word4424,RECLUTAR,RECRUIT,2.794,1.553
word4425,RECODO,BEND,1.500,0.910
word4426,RECOGEDOR,DUSTPAN,2.211,1.234
word4427,RECOGER,COLLECT,2.882,1.250
word4428,RECOMENDAR,RECOMMEND,3.143,1.630
word4429,RECOMPENSA,REWARD,4.568,1.741
word4430,RECOMPENSAR,REWARD,3.771,1.848
word4431,RECONOCER,RECOGNIZE,3.735,1.763
word4432,RECONOCIDO,RECOGNIZED,3.147,1.617
word4433,RECONOCIMIENTO,RECOGNITION,3.857,2.031
word4434,RECONSIDERAR,RECONSIDER,2.529,1.581
word4435,RECONSTRUCCIÓN,RECONSTRUCTION,2.912,1.621
word4436,RECONSTRUIR,REBUILD,3.176,1.732
word4437,RECOPILAR,RECOLLECT,2.647,1.555
word4438,RÉCORD,RECORD,3.794,2.012
word4439,RECORDAR,REMEMBER,4.794,1.754
word4440,RECORRER,TRAVERSE,2.853,1.598
word4441,RECORTAR,TRIM,3.421,1.621
word4442,RECREAR,RECREATE,3.135,1.549
word4443,RECTA,STRAIGHT,3.200,1.922
word4444,RECTO,STRAIGHT,2.971,1.446
word4445,RECTOR,RECTOR,2.486,1.292
word4446,RECUERDO,MEMORY,4.824,1.732
word4447,RECUERDOS,MEMORIES,6.029,1.339
word4448,RECUPERAR,RECOVER,4.029,1.930
word4449,RECURRIR,RESORT,3.118,1.684
word4450,RED,NET,2.943,1.846
word4451,REDACCIÓN,DRAFTING,2.971,1.654
word4452,REDACTAR,WRITE,2.892,1.792
word4453,REDOBLAR,REDOUBLE,2.400,1.538
word4454,REDONDA,ROUND,3.647,2.013
word4455,REDUCIR,REDUCE,2.657,1.434
word4456,REEDITAR,REISSUE,2.394,1.273
word4457,REEMBOLSAR,REIMBURSE,2.306,1.636
word4458,REEMPRENDER,RESUME,2.737,1.884
word4459,REENVIAR,RESEND,2.297,1.488
word4460,REESTRUCTURAR,RESTRUCTURE,2.735,1.601
word4461,REEXAMINAR,RE-EXAMINE,3.059,1.858
word4462,REFERENCIA,REFERENCE,2.882,1.493
word4463,REFERIR,REFER,2.543,1.442
word4464,REFLEXIÓN,REFLECTION,3.872,2.002
word4465,REFRÁN,PROVERB,3.371,1.767
word4466,REFRESCAR,REFRESH,4.971,1.654
word4467,REFRIGERIO,REFRESHMENT,3.943,1.781
word4468,REFUGIADO,REFUGEE,4.057,1.814
word4469,REFUGIAR,SHELTER,3.816,1.872
word4470,REFUNFUÑAR,GRUMBLE,4.514,1.669
word4471,REFUTAR,REFUTE,2.394,1.413
word4472,REGADERA,WATERING CAN,3.114,1.491
word4473,REGALAR,GIFT,4.771,1.832
word4474,REGALO,PRESENT,5.200,1.471
word4475,REGAÑAR,SCOLD,4.088,1.485
word4476,REGAZO,LAP,4.541,1.592
word4477,RÉGIMEN,DIET,3.206,1.533
word4478,REGIÓN,REGION,2.088,1.111
word4479,REGLA,RULE,4.086,1.976
word4480,REGLAMENTO,REGULATION,3.059,1.556
word4481,REGRESAR,RETURN,3.684,1.861
word4482,REGRESIÓN,REGRESSION,2.595,1.301
word4483,REGULAR,REGULAR,2.912,1.676
word4484,REHABILITAR,REHABILITATE,3.000,1.826
word4485,REHABILITARSE,REHABILITATE,3.946,2.147
word4486,REHACER,REDO,3.429,1.632
word4487,REHÉN,HOSTAGE,4.200,1.891
word4488,REIMPORTAR,REIMPORT,2.086,1.380
word4489,REINA,QUEEN,3.294,1.697
word4490,REINCORPORAR,REINCORPORATE,2.857,1.593
word4491,REINGRESAR,RE-ENTER,2.395,1.443
word4492,REINO,KINGDOM,3.235,1.876
word4493,REINSERTAR,REINSERT,3.200,1.844
word4494,REINSERTARSE,REINSERT,2.474,1.720
word4495,REINSTALAR,REINSTALL,2.382,1.577
word4496,REINVENTAR,REINVENT,3.641,1.953
word4497,REÍR,LAUGH,6.118,1.149
word4498,REÍRSE,CHUCKLE,6.147,1.184
word4499,REITERAR,REITERATE,2.579,1.638
word4500,REJA,BARS,3.205,1.838
word4501,RELACIÓN,RELATIONSHIP,4.971,1.586
word4502,RELACIONAR,RELATE,3.171,2.065
word4503,RELAJADO,RELAXED,4.853,1.760
word4504,RELÁMPAGO,LIGHTNING,5.118,1.297
word4505,RELATAR,TELL,3.441,1.481
word4506,RELATIVIZAR,RELATIVIZE,2.371,1.536
word4507,RELATO,STORY,3.222,1.758
word4508,RELEER,REREAD,3.088,1.357
word4509,RELEVANTE,RELEVANT,3.143,1.683
word4510,RELIEVE,RELIEF,3.649,1.798
word4511,RELIGIÓN,RELIGION,2.971,1.581
word4512,RELIGIOSA,NUN,2.892,1.560
word4513,RELIGIOSO,RELIGIOUS,3.429,1.975
word4514,RELIQUIA,RELIC,3.324,1.628
word4515,RELLENAR,FILL,2.923,1.660
word4516,RELOJ,CLOCK,3.353,1.593
word4517,REMEDIAR,REMEDY,3.171,1.654
word4518,REMEDIO,REMEDY,3.342,1.835
word4519,REMOJAR,SOAK,3.857,1.700
word4520,REMOLINO,SWIRL,3.412,1.654
word4521,REMOVER,STIR,3.400,1.802
word4522,REMUNERAR,REMUNERATE,2.474,1.572
word4523,RENCOR,RESENTMENT,4.897,1.714
word4524,RENDIR,PRODUCE,3.559,1.779
word4525,RENDIRSE,SURRENDER,3.868,1.862
word4526,RENEGAR,RENOUNCE,2.824,1.696
word4527,RENTA,INCOME,2.629,1.516
word4528,RENTABILIZAR,CAPITALIZE,2.543,1.788
word4529,RENUNCIAR,RENOUNCE,3.541,1.880
word4530,REÑIR,QUARREL,4.600,1.479
word4531,REO,PRISONER,2.486,1.738
word4532,REOJO,SIDEWAYS,2.882,1.472
word4533,REORDENAR,REORDER,3.200,1.549
word4534,REPARTIR,DISTRIBUTE,2.706,1.528
word4535,REPASAR,REVIEW,3.611,1.946
word4536,REPATRIAR,REPATRIATE,3.270,2.143
word4537,REPERCUTIR,IMPACT,2.853,1.395
word4538,REPERTORIO,REPERTOIRE,3.075,1.774
word4539,REPETIR,REPEAT,3.121,1.516
word4540,REPISA,SHELF,2.559,1.761
word4541,RÉPLICA,REPLICA,3.061,1.638
word4542,REPLICAR,REPLICATE,3.029,1.784
word4543,REPONER,REPLENISH,3.086,1.337
word4544,REPORTAJE,REPORT,3.000,1.650
word4545,REPOSO,REPOSE,4.457,1.421
word4546,REPRESENTACIÓN,REPRESENTATION,3.441,1.779
word4547,REPTIL,REPTILE,3.794,1.719
word4548,REPÚBLICA,REPUBLIC,3.514,2.063
word4549,REPUBLICANO,REPUBLICAN,3.714,2.037
word4550,REPUGNANTE,DISGUSTING,4.882,1.387
word4551,REPUGNAR,DISGUST,4.412,1.579
word4552,REPULSIÓN,REPULSION,4.389,1.728
word4553,REPUTACIÓN,REPUTATION,3.026,1.979
word4554,REQUERIR,REQUIRE,2.824,1.466
word4555,RES,BEEF,1.889,1.389
word4556,RESBALAR,SLIDE,4.229,1.682
word4557,RESCATAR,RESCUE,4.629,1.848
word4558,RESCATE,RESCUE,4.057,1.814
word4559,RESENTIRSE,SUFFER,3.472,1.859
word4560,RESERVADO,RESERVED,3.176,1.487
word4561,RESERVAR,RESERVE,2.529,1.376
word4562,RESFRIAR,COOL,4.147,1.560
word4563,RESISTENCIA,RESISTANCE,4.206,1.719
word4564,RESISTIR,RESIST,4.382,1.954
word4565,RESOLUCIÓN,RESOLUTION,3.000,1.841
word4566,RESOLVER,SOLVE,3.657,1.798
word4567,RESONANCIA,RESONANCE,4.029,1.757
word4568,RESOPLAR,PANT,3.971,1.823
word4569,RESPALDO,BACK,3.029,1.505
word4570,RESPETAR,RESPECT,4.771,1.767
word4571,RESPETO,RESPECT,4.514,1.721
word4572,RESPETUOSO,RESPECTFUL,4.487,1.833
word4573,RESPINGONA,TURNED-UP,3.865,1.530
word4574,RESPIRAR,BREATHE,5.515,1.439
word4575,RESPONDER,ANSWER,3.235,1.653
word4576,RESPONSABILIDAD,RESPONSIBILITY,4.500,1.914
word4577,RESPONSABILIZAR,BLAME,3.441,1.910
word4578,RESPONSABLE,RESPONSIBLE,4.088,1.975
word4579,RESPUESTA,ANSWER,3.000,1.859
word4580,RESTAR,SUBTRACT,2.941,1.496
word4581,RESTAURANTE,RESTAURANT,4.718,1.959
word4582,RESTAURAR,RESTORE,2.882,1.838
word4583,RESTRINGIR,RESTRICT,3.515,1.938
word4584,RESUCITAR,RESURRECT,3.946,2.081
word4585,RESUELLO,WHEEZE,2.297,1.777
word4586,RESULTAR,RESULT,2.647,1.612
word4587,RESUMIR,SUMMARIZE,3.343,1.371
word4588,RETENER,RETAIN,3.282,1.605
word4589,RETINA,RETINA,3.378,2.073
word4590,RETIRAR,WITHDRAW,2.923,1.738
word4591,RETO,CHALLENGE,4.088,1.960
word4592,RETÓRICA,RHETORIC,2.971,1.445
word4593,RETRASADO,DELAYED,3.541,1.804
word4594,RETRASAR,POSTPONE,3.029,1.243
word4595,REUNIÓN,MEETING,3.579,1.855
word4596,REVALORIZAR,REVALUE,3.057,1.781
word4597,REVELAR,REVEAL,2.861,1.759
word4598,REVENDER,RESELL,2.500,1.376
word4599,REVERENCIA,REVERENCE,3.000,1.590
word4600,REVERENDO,REVEREND,2.289,1.691
word4601,REVERENTE,REVERENT,2.471,1.419
word4602,REVÉS,REVERSE,3.265,1.675
word4603,REVISAR,CHECK,3.457,1.482
word4604,REVISIÓN,REVIEW,3.083,1.888
word4605,REVOCAR,REVOKE,2.029,1.243
word4606,REVOLUCIÓN,REVOLUTION,4.703,1.984
word4607,REVÓLVER,GUN,3.676,1.854
word4608,REVUELTA,REVOLT,3.800,1.812
word4609,REY,KING,3.235,1.827
word4610,REZAR,PRAY,3.057,1.626
word4611,RÍA,ESTUARY,4.265,1.864
word4612,RIBERA,BANK,3.000,1.842
word4613,RICO,RICH,5.316,1.561
word4614,RICTUS,RICTUS,1.921,1.566
word4615,RIDICULIZAR,RIDICULE,4.229,1.816
word4616,RIDÍCULO,RIDICULOUS,5.200,1.677
word4617,RIEGO,IRRIGATION,3.086,1.502
word4618,RIENDA,REIN,2.676,1.492
word4619,RIESGO,RISK,4.528,1.890
word4620,RIFAR,RAFFLE,2.857,1.611
word4621,RIFLE,RIFLE,4.176,1.696
word4622,RÍGIDO,RIGID,3.114,1.623
word4623,RIGOR,RIGOR,3.171,1.654
word4624,RIMAR,RHYME,3.447,1.841
word4625,RINCÓN,CORNER,3.176,1.566
word4626,RINOCERONTE,RHINO,3.658,1.878
word4627,RIÑA,FIGHT,4.429,1.867
word4628,RIÑÓN,KIDNEY,3.200,1.471
word4629,RÍO,RIVER,4.771,1.926
word4630,RIQUEZA,WEALTH,4.343,1.697
word4631,RISA,LAUGH,6.086,1.173
word4632,RÍTMICA,RHYTHMIC,4.303,1.828
word4633,RITMO,RHYTHM,4.886,1.676
word4634,RITO,RITE,3.600,1.612
word4635,RITUAL,RITUAL,3.265,1.504
word4636,RIVAL,RIVAL,3.971,1.963
word4637,RIZADO,CURLY,4.088,1.747
word4638,ROBAR,STEAL,4.714,2.037
word4639,ROBLE,OAK,3.056,1.772
word4640,ROBOT,ROBOT,2.882,1.431
word4641,ROCA,ROCK,3.371,2.116
word4642,ROCÍO,DEW,4.314,1.778
word4643,RODAR,ROLL,3.054,1.598
word4644,RODEAR,SURROUND,3.088,1.464
word4645,RODILLO,ROLLER,2.257,1.442
word4646,ROJA,RED,4.342,1.849
word4647,ROJO,RED,4.658,1.760
word4648,ROJOS,RED,4.588,1.925
word4649,ROLL,ROLL,3.027,1.724
word4650,ROLLO,ROLL,3.171,1.581
word4651,ROMANA,STEELYARD,2.706,1.851
word4652,ROMANO,ROMAN,3.538,1.862
word4653,ROMÁNTICO,ROMANTIC,5.514,1.483
word4654,ROMPER,BREAK,4.595,1.674
word4655,ROMPERSE,BREAK,4.029,1.467
